indications
บรรเทาอาการของ ท้องผูก
รักษาอาการ โรคหืด
ใช้สำหรับรักษา ท้องเสีย
ใช้ในการบำบัด โรคกระเพาะ
สำหรับผู้ป่วยที่มีอาการ อาการแพ้
ช่วยลดความเสี่ยงของ ท้องเสีย
สำหรับผู้ป่วยที่มีอาการ ไอ
ช่วยลดความเสี่ยงของ ไอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลเรื้อรัง
ป้องกันการเกิด เบื่ออาหาร
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
รักษาอาการ เจ็บคอ
บรรเทาอาการของ แผลเรื้อรัง
บรรเทาอาการของ เบื่ออาหาร
รักษาอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด โรคหืด
รักษาอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด ไมเกรน
รักษาอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้เมื่อมีอาการ ตาแดง
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด โรคกระเพาะ
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ป้องกันการเกิด คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การอักเสบ
บรรเทาอาการของ ความดันโลหิตสูง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ติดเชื้อแบคทีเรีย
ช่วยลดความเสี่ยงของ แผลเรื้อรัง
ใช้สำหรับรักษา ไอ
ป้องกันการเกิด ไมเกรน
ป้องกันการเกิด เบาหวาน
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ป้องกันการเกิด ไข้หวัด
บรรเทาอาการของ อาการเวียนศีรษะ
สำหรับผู้ป่วยที่มีอาการ ฟันผุ
รักษาและป้องกัน อาการแพ้
ใช้ในการบำบัด โรคกระเพาะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ความดันโลหิตสูง
ใช้ในการบำบัด เจ็บคอ
ใช้ในการบำบัด โรคกระเพาะ
ใช้เมื่อมีอาการ ฟันผุ
รักษาและป้องกัน ไอ
รักษาอาการ ตาแดง
ช่วยลดความเสี่ยงของ ความดันโลหิตสูง
สำหรับผู้ป่วยที่มีอาการ ปวดข้อ
รักษาและป้องกัน ท้องเสีย
ใช้เมื่อมีอาการ ไมเกรน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
ช่วยลดความเสี่ยงของ ตาแดง
สำหรับผู้ป่วยที่มีอาการ โรคกระเพาะ
ป้องกันการเกิด ติดเชื้อแบคทีเรีย
บรรเทาอาการของ แผลเรื้อรัง
ช่วยลดความเสี่ยงของ ปวดศีรษะ
รักษาและป้องกัน ติดเชื้อแบคทีเรีย
ช่วยลดความเสี่ยงของ ไข้หวัด
รักษาอาการ เจ็บคอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง อาการเวียนศีรษะ
สำหรับผู้ป่วยที่มีอาการ โรคหืด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เบื่ออาหาร
บรรเทาอาการของ ปวดข้อ
รักษาและป้องกัน ภูมิแพ้
รักษาอาการ ไข้หวัด
ป้องกันการเกิด อาการเวียนศีรษะ
สำหรับผู้ป่วยที่มีอาการ ไมเกรน
ใช้เมื่อมีอาการ ไข้หวัด
รักษาอาการ การอักเสบ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องผูก
ใช้ในการบำบัด ไข้หวัด
รักษาและป้องกัน ปวดศีรษะ
บรรเทาอาการของ ไข้เลือดออก
บรรเทาอาการของ ไมเกรน
ใช้ในการบำบัด ติดเชื้อทางเดินหายใจ
รักษาอาการ แผลเรื้อรัง
บรรเทาอาการของ ไข้หวัด
สำหรับผู้ป่วยที่มีอาการ ไข้เลือดออก
บรรเทาอาการของ ไมเกรน
บรรเทาอาการของ เหงือกอักเสบ
รักษาอาการ ไข้เลือดออก
รักษาอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เหงือกอักเสบ
ป้องกันการเกิด เหงือกอักเสบ
รักษาอาการ ไข้เลือดออก
ใช้สำหรับรักษา ไข้หวัด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ตาแดง
ใช้เมื่อมีอาการ เบื่ออาหาร
ช่วยลดความเสี่ยงของ ไมเกรน
ใช้สำหรับรักษา การอักเสบ
สำหรับผู้ป่วยที่มีอาการ เบาหวาน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคผิวหนัง
ป้องกันการเกิด เบาหวาน
ใช้สำหรับรักษา โรคผิวหนัง
รักษาอาการ แผลเรื้อรัง
ช่วยลดความเสี่ยงของ โรคหืด
ใช้เมื่อมีอาการ ภูมิแพ้
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ช่วยลดความเสี่ยงของ ไข้หวัด
ใช้เมื่อมีอาการ เจ็บคอ
ใช้สำหรับรักษา คลื่นไส้อาเจียน
ใช้เมื่อมีอาการ ท้องผูก
ใช้เมื่อมีอาการ ไอ
รักษาอาการ ภูมิแพ้
รักษาและป้องกัน อาการเวียนศีรษะ
ป้องกันการเกิด ไข้เลือดออก
สำหรับผู้ป่วยที่มีอาการ โรคหืด
ใช้เมื่อมีอาการ แผลเรื้อรัง
ป้องกันการเกิด ฟันผุ
ช่วยลดความเสี่ยงของ ปวดข้อ
ใช้เมื่อมีอาการ ความดันโลหิตสูง
ป้องกันการเกิด ความดันโลหิตสูง
ใช้ในการบำบัด ไขมันในเลือดสูง
สำหรับผู้ป่วยที่มีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
สำหรับผู้ป่วยที่มีอาการ ไข้หวัด
รักษาและป้องกัน อาการแพ้
ใช้สำหรับรักษา คลื่นไส้อาเจียน
รักษาและป้องกัน อาการแพ้
ป้องกันการเกิด แผลเรื้อรัง
ใช้ในการบำบัด ปวดข้อ
รักษาและป้องกัน เบาหวาน
รักษาและป้องกัน โรคกระเพาะ
ช่วยลดความเสี่ยงของ เจ็บคอ
ป้องกันการเกิด ท้องผูก
รักษาอาการ ฟันผุ
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
ใช้สำหรับรักษา อาการเวียนศีรษะ
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
บรรเทาอาการของ ไข้หวัด
ใช้ในการบำบัด ไข้เลือดออก
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน เจ็บคอ
ใช้ในการบำบัด คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไขมันในเลือดสูง
สำหรับผู้ป่วยที่มีอาการ ปวดข้อ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไมเกรน
ใช้สำหรับรักษา เจ็บคอ
รักษาอาการ ท้องผูก
ป้องกันการเกิด ติดเชื้อทางเดินหายใจ
รักษาอาการ เหงือกอักเสบ
รักษาและป้องกัน ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน คลื่นไส้อาเจียน
สำหรับผู้ป่วยที่มีอาการ แผลเรื้อรัง
ใช้ในการบำบัด การอักเสบ
ช่วยลดความเสี่ยงของ ติดเชื้อแบคทีเรีย
ช่วยลดความเสี่ยงของ อาการเวียนศีรษะ
ใช้สำหรับรักษา ติดเชื้อทางเดินหายใจ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การอักเสบ
สำหรับผู้ป่วยที่มีอาการ ไมเกรน
บรรเทาอาการของ เหงือกอักเสบ
รักษาอาการ ไอ
ใช้สำหรับรักษา การอักเสบ
รักษาอาการ ติดเชื้อทางเดินหายใจ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เจ็บคอ
ป้องกันการเกิด ภูมิแพ้
ใช้เมื่อมีอาการ เบื่ออาหาร
ช่วยลดความเสี่ยงของ ตาแดง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เหงือกอักเสบ
บรรเทาอาการของ เจ็บคอ
ใช้ในการบำบัด ท้องผูก
ใช้เมื่อมีอาการ ภูมิแพ้
รักษาและป้องกัน ตาแดง
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน ไอ
ใช้สำหรับรักษา เหงือกอักเสบ
ใช้ในการบำบัด แผลในกระเพาะอาหาร
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน โรคกระเพาะ
บรรเทาอาการของ แผลในกระเพาะอาหาร
ใช้ในการบำบัด เหงือกอักเสบ
ใช้ในการบำบัด ท้องผูก
ใช้สำหรับรักษา ติดเชื้อทางเดินหายใจ
สำหรับผู้ป่วยที่มีอาการ ตาแดง
รักษาและป้องกัน ติดเชื้อทางเดินหายใจ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เจ็บคอ
รักษาอาการ ตาแดง
ใช้ในการบำบัด ท้องผูก
รักษาและป้องกัน ความดันโลหิตสูง
ใช้สำหรับรักษา ไอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้หวัด
สำหรับผู้ป่วยที่มีอาการ ฟันผุ
ใช้สำหรับรักษา เจ็บคอ
ใช้สำหรับรักษา อาการเวียนศีรษะ
รักษาและป้องกัน เบาหวาน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ความดันโลหิตสูง
ป้องกันการเกิด ฟันผุ
บรรเทาอาการของ ไขมันในเลือดสูง
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
บรรเทาอาการของ ไมเกรน
ช่วยลดความเสี่ยงของ การอักเสบ
บรรเทาอาการของ เจ็บคอ
รักษาอาการ แผลเรื้อรัง
รักษาอาการ ภูมิแพ้
รักษาและป้องกัน ภูมิแพ้
รักษาและป้องกัน แผลในกระเพาะอาหาร
สำหรับผู้ป่วยที่มีอาการ ปวดศีรษะ
บรรเทาอาการของ ไขมันในเลือดสูง
รักษาอาการ เบื่ออาหาร
รักษาและป้องกัน ความดันโลหิตสูง
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
รักษาอาการ เหงือกอักเสบ
ช่วยลดความเสี่ยงของ ปวดข้อ
ใช้สำหรับรักษา เบาหวาน
ใช้สำหรับรักษา แผลเรื้อรัง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้เลือดออก
ใช้เมื่อมีอาการ แผลในกระเพาะอาหาร
ใช้สำหรับรักษา โรคหืด
ใช้เมื่อมีอาการ ปวดศีรษะ
ช่วยลดความเสี่ยงของ โรคหืด
บรรเทาอาการของ การอักเสบ
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ช่วยลดความเสี่ยงของ ติดเชื้อแบคทีเรีย
สำหรับผู้ป่วยที่มีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
รักษาและป้องกัน ไอ
ใช้สำหรับรักษา โรคกระเพาะ
บรรเทาอาการของ ไมเกรน
รักษาและป้องกัน ไข้หวัด
ใช้ในการบำบัด โรคผิวหนัง
บรรเทาอาการของ โรคหืด
รักษาและป้องกัน การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด ท้องผูก
บรรเทาอาการของ ท้องผูก
บรรเทาอาการของ ฟันผุ
รักษาอาการ ท้องเสีย
บรรเทาอาการของ เบาหวาน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง สิว
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
สำหรับผู้ป่วยที่มีอาการ ตาแดง
ใช้สำหรับรักษา การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด ฟันผุ
บรรเทาอาการของ เบาหวาน
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ติดเชื้อแบคทีเรีย
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้เลือดออก
ใช้สำหรับรักษา ท้องเสีย
สำหรับผู้ป่วยที่มีอาการ ฟันผุ
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
ป้องกันการเกิด เหงือกอักเสบ
สำหรับผู้ป่วยที่มีอาการ แผลในกระเพาะอาหาร
บรรเทาอาการของ ตาแดง
รักษาอาการ ภูมิแพ้
ใช้ในการบำบัด ตาแดง
ใช้เมื่อมีอาการ โรคกระเพาะ
ใช้เมื่อมีอาการ ติดเชื้อแบคทีเรีย
บรรเทาอาการของ สิว
รักษาอาการ การอักเสบ
ช่วยลดความเสี่ยงของ ไมเกรน
ใช้เมื่อมีอาการ การอักเสบ
รักษาอาการ ไมเกรน
รักษาอาการ สิว
ใช้สำหรับรักษา เจ็บคอ
ช่วยลดความเสี่ยงของ การอักเสบ
รักษาและป้องกัน แผลในกระเพาะอาหาร
สำหรับผู้ป่วยที่มีอาการ สิว
รักษาอาการ แผลเรื้อรัง
บรรเทาอาการของ ไมเกรน
ใช้สำหรับรักษา ฟันผุ
ช่วยลดความเสี่ยงของ ท้องเสีย
รักษาและป้องกัน ฟันผุ
รักษาและป้องกัน ติดเชื้อทางเดินหายใจ
ช่วยลดความเสี่ยงของ โรคหืด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลในกระเพาะอาหาร
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคกระเพาะ
ใช้ในการบำบัด ติดเชื้อทางเดินหายใจ
รักษาอาการ ไอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้หวัด
ช่วยลดความเสี่ยงของ เบื่ออาหาร
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
ใช้ในการบำบัด โรคหืด
ช่วยลดความเสี่ยงของ ไข้หวัด
บรรเทาอาการของ ภูมิแพ้
ใช้สำหรับรักษา สิว
รักษาอาการ ท้องผูก
สำหรับผู้ป่วยที่มีอาการ ไอ
บรรเทาอาการของ เบาหวาน
รักษาอาการ คลื่นไส้อาเจียน
บรรเทาอาการของ คลื่นไส้อาเจียน
รักษาอาการ เจ็บคอ
บรรเทาอาการของ เจ็บคอ
ช่วยลดความเสี่ยงของ ตาแดง
รักษาและป้องกัน ไอ
รักษาอาการ สิว
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ความดันโลหิตสูง
ใช้เมื่อมีอาการ ท้องผูก
ใช้ในการบำบัด การอักเสบ
ช่วยลดความเสี่ยงของ ไข้เลือดออก
ใช้สำหรับรักษา ท้องเสีย
ใช้สำหรับรักษา ฟันผุ
รักษาอาการ คลื่นไส้อาเจียน
รักษาอาการ เบื่ออาหาร
ช่วยลดความเสี่ยงของ ไมเกรน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้สำหรับรักษา สิว
ใช้สำหรับรักษา ปวดศีรษะ
ใช้ในการบำบัด สิว
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อแบคทีเรีย
ช่วยลดความเสี่ยงของ ไข้เลือดออก
บรรเทาอาการของ ปวดข้อ
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
ช่วยลดความเสี่ยงของ ความดันโลหิตสูง
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
รักษาอาการ เจ็บคอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้หวัด
บรรเทาอาการของ ปวดศีรษะ
บรรเทาอาการของ ไขมันในเลือดสูง
ใช้ในการบำบัด ปวดศีรษะ
รักษาอาการ เบื่ออาหาร
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
ใช้สำหรับรักษา ไมเกรน
รักษาและป้องกัน โรคผิวหนัง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ความดันโลหิตสูง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไมเกรน
ใช้สำหรับรักษา ท้องผูก
รักษาอาการ อาการเวียนศีรษะ
สำหรับผู้ป่วยที่มีอาการ โรคหืด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ภูมิแพ้
บรรเทาอาการของ อาการเวียนศีรษะ
ป้องกันการเกิด ไขมันในเลือดสูง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ติดเชื้อแบคทีเรีย
ช่วยลดความเสี่ยงของ โรคกระเพาะ
ใช้สำหรับรักษา ปวดข้อ
บรรเทาอาการของ ไมเกรน
รักษาอาการ เหงือกอักเสบ
สำหรับผู้ป่วยที่มีอาการ ไข้เลือดออก
สำหรับผู้ป่วยที่มีอาการ ฟันผุ
บรรเทาอาการของ ฟันผุ
ช่วยลดความเสี่ยงของ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้สำหรับรักษา แผลในกระเพาะอาหาร
รักษาและป้องกัน ไอ
ช่วยลดความเสี่ยงของ เบื่ออาหาร
รักษาอาการ ท้องเสีย
รักษาอาการ ไข้เลือดออก
สำหรับผู้ป่วยที่มีอาการ เบื่ออาหาร
รักษาอาการ เบาหวาน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การอักเสบ
สำหรับผู้ป่วยที่มีอาการ ไข้หวัด
รักษาและป้องกัน คลื่นไส้อาเจียน
ช่วยลดความเสี่ยงของ ท้องเสีย
ป้องกันการเกิด ความดันโลหิตสูง
ใช้เมื่อมีอาการ ไอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้หวัด
ใช้เมื่อมีอาการ ปวดข้อ
บรรเทาอาการของ เบื่ออาหาร
บรรเทาอาการของ ภูมิแพ้
ใช้ในการบำบัด เบื่ออาหาร
ใช้ในการบำบัด ท้องผูก
รักษาและป้องกัน เหงือกอักเสบ
ใช้สำหรับรักษา แผลเรื้อรัง
รักษาและป้องกัน แผลเรื้อรัง
